City,Restaurant
Birmingham,Fuel Juice Bar
Birmingham,Dolphin Twins Fish Bar
Birmingham,Roti And Curry Junction
Birmingham,Domain Bar & Restaurant
Birmingham,Sidewalk
Birmingham,Cafe Balti Restaurant
Birmingham,Henman & Cooper
Birmingham,Marlboro Cafe
Birmingham,Hungry Hobbit
Birmingham,Nicks Sandwich Bar
Birmingham,Molly's Cafe
Birmingham,Sizzled
Birmingham,Unik Burgers
Birmingham,EDEN - More than coffee
Birmingham,Devlin's CAFE
Birmingham,Pret
Birmingham,Silly Sausage Cafe
Birmingham,IKEA
Birmingham,Bilal Sweets
Birmingham,Digbeth Kitchen
Birmingham,Nando's Birmingham - Perry Barr
Birmingham,City Fryer
Birmingham,Bournville Fish Bar
Birmingham,DeMaines of Moseley
Birmingham,Semedos
Birmingham,The Sisters Cafe
Birmingham,Canton Kitchen
Birmingham,The Bull's Head
Birmingham,Super Bubble Station
Birmingham,Milan Sweet Centre
Birmingham,Eagle & Ball
Birmingham,Penny's Fish Bar
Birmingham,Planet Spice
Birmingham,The Gate
Birmingham,Vegan Munch
Birmingham,Kurdistan Restaurant
Birmingham,Masala Indian & Grill
Birmingham,Goose at Kings Heath
Birmingham,Riland cafe
Birmingham,Snax and Ladders
Birmingham,The Ruby
Birmingham,Shobha's
Birmingham,Song Tuoi
Birmingham,Arabella Lebanese Restaurant & Takeaway
Birmingham,Bromford Fish Bar
Birmingham,George And Helen's Fish Shop
Birmingham,Take A Big Bite Cafe
Birmingham,The Dessert King
Birmingham,Ra Coffee House
Birmingham,New Ruby
Birmingham,Marco's Fish Bar
Birmingham,Duckpond Cafe
Birmingham,Aria's Afghan Cuisine
Birmingham,Butties Cafe
Birmingham,Shawarma Bite
Birmingham,HCF Chinese Takeaway
Birmingham,The Cereal Bowl
Birmingham,Cafelicious
Birmingham,Mandi House
Birmingham,Kingstanding Food Community
Birmingham,The Elizabeth of York
Birmingham,Oodles Chinese
Birmingham,Alum Rock Kebab House
Birmingham,Tyburn House
Birmingham,No 1 Chinese Cafe and Takeaway
Birmingham,Haslucks Fish Bar
Birmingham,Balti Hut
Birmingham,ALS Gong Cha Birmingham
Birmingham,The Pit Stop Cafe
Birmingham,Seven Sins Lounge
Birmingham,Taste of Pakistan - Pakistani Restaurant
Birmingham,Buddy's 232
Birmingham,The Highbury Inn
Birmingham,Chai Lounge
Birmingham,Salad Box
Birmingham,Sprinklez Barista Bar & Dessert Lounge
Birmingham,Kebab Land
Birmingham,Shahi Nan Kebab House
Birmingham,Subway
Birmingham,Golden Cafe
Birmingham,Noir
Birmingham,Big Saj original
Birmingham,Chop & Wok
Birmingham,Salt & Pepper
Birmingham,The Royal Fish Bar
Birmingham,Alaturka Turkish Cuisine
Birmingham,Snapeat
Birmingham,The Olive Tree Cafe
Birmingham,Egghill Fish Bar
Birmingham,Mustafa's Fish Bar
Birmingham,Pirinos
Birmingham,Wok&Go
Birmingham,Sheereen Kadah
Birmingham,Yuwies: Good Food Diner
Birmingham,Goodfillers
Birmingham,Bella's Pizza & Peri Peri Chicken
Birmingham,Woodstock Cafe
Birmingham,Yasser's Fish Bar
Birmingham,Chicken Express
Birmingham,Canalside Cafe
Birmingham,Karahi King
Birmingham,Mackadown Chippy
Birmingham,New Little Kitchen
Birmingham,King Kebab
Birmingham,Pizza Hot
Birmingham,Panjabi Rasoi The Great Barr Cafe
Birmingham,Kwik Stop News & Snacks
Birmingham,Broadway Desserts
Birmingham,The Raha Cafe
Birmingham,Apna Pizza Bar
Birmingham,Jade House
Birmingham,Sandra's Square Cafe
Birmingham,Bobby's Baguettes
Birmingham,The Devonshire Arms
Birmingham,Nakodar Sweets & Restaurant
Birmingham,Veri Peri
Birmingham,Oscar's at the Broadway Casino
Birmingham,McDonald's
Birmingham,The Mezz
Birmingham,The Purple Tea Rooms
Birmingham,Gup Shup
Birmingham,The Mix Cafe
Birmingham,The Purple Tea Rooms
Birmingham,Rourke's
Birmingham,Si Chuan Garden
Birmingham,Skoopz Dessertz
Birmingham,Scrummies
Birmingham,Gravelly Chippy
Birmingham,Pizza Haq
Birmingham,Maypole Fryer
Birmingham,Non Stop Pizza
Birmingham,New Rainbow Garden
Birmingham,Wrapchic
Birmingham,Need For Feed Cafe
Birmingham,Caspian Pizza
Birmingham,Deli Box
Birmingham,Just A Load Of Crepes
Birmingham,Mish Mash Caribbean
Birmingham,Broadway Kebab House
Birmingham,Chaska&Chaii
Birmingham,Evergreen Chinese and Cantonese Takeaway
Birmingham,Stockland Cafe
Birmingham,The Soak
Birmingham,Paco's
Birmingham,Cake Shop Aston
Birmingham,The Taste Of Italy
Birmingham,Piri Box
Birmingham,Hungry Hut
Birmingham,Espresso Quarter
Birmingham,Eloise's Cafe
Birmingham,Philpotts Cafe Birmingham
Birmingham,Anis's
Birmingham,Urban Cafe
Birmingham,Hajee Talib's
Birmingham,China Chef
Birmingham,pig & Apple
Birmingham,Ditta Fast Food
Birmingham,Sainsbury's
Birmingham,Sam's Chicken
Birmingham,Hajee Ghani
Birmingham,Subway
Birmingham,Tim Hortons
Birmingham,Broadway 2
Birmingham,Highfield Chippy
Birmingham,Bash Grill
Birmingham,Atlantis Quinton Fish & Chips
Birmingham,Scoff Sandwich Bar Fort Dunlop
Birmingham,Rio's Piri Piri
Birmingham,Camden Food
Birmingham,Simla
Birmingham,Saqib Kebab House
Birmingham,Zaffs Food Diner
Birmingham,Classic Restaurant Aston Food Services Ltd
Birmingham,The Chef
Birmingham,Mama Mia
Birmingham,Mi Casa Burritos
Birmingham,Jumbo Chinese Takeaway
Birmingham,Gregory's Fish Bar
Birmingham,Sea King Fish Bar
Birmingham,Burger & Sauce
Birmingham,Dixy Chicken
Birmingham,Pizza Millennio
Birmingham,Hot Spot
Birmingham,Slamburger
Birmingham,Golden Bird
Birmingham,Big John's Soho Road
Birmingham,Pizza Land
Birmingham,Morrisons Sheldon Cafe
Birmingham,Dixy Chicken
Birmingham,Turkish Kitchen
Birmingham,Donya
Birmingham,Big John's Quinton
Birmingham,Reed Square
Birmingham,Dixy Chicken
Birmingham,Greggs Frankley Services Northbound
Birmingham,Talk
Birmingham,Waggon and Horses
Birmingham,Noble Room
Birmingham,Peri Peri Chicken Shaq
Birmingham,Desserts R Us
Birmingham,Smith's Wood Social and Community Club
Birmingham,Taste Takeout
Birmingham,The white hart
Birmingham,Evolve at the Adam and Eve
Birmingham,Kareema Kupcakes
Birmingham,Shawarma And Slice
Birmingham,Miahgi's indo-chinese street kitchen
Birmingham,Abu Khalid
Birmingham,Dessert at yours
Birmingham,Bukka Kitchen
Birmingham,Oodles - Alum Rock
Manchester,The Hip Hop Chip Shop
Manchester,Bravissimi!
Manchester,Amma's Canteen
Manchester,La Casita
Manchester,Northern Soul Grilled Cheese
Manchester,This & That
Manchester,Kabana
Manchester,Listo Burrito
Manchester,Rudy's Pizza Napoletana - Ancoats
Manchester,Pieminister
Manchester,Habesha Restaurant & Bar
Manchester,Mi and Pho
Manchester,Rudy's Neapolitan Pizza
Manchester,Nayaab Buffet Restaurant
Manchester,Yum Cha
Manchester,Circus Tavern
Manchester,Sausage Shack R
Manchester,I Am Pho
Manchester,The Koffee Pot Bar & Cafe
Manchester,Wasabi Sushi and Noodle Bar
Manchester,Nibble
Manchester,Viet Shack Restaurant
Manchester,Cafe Marhaba
Manchester,The Footage
Manchester,Hong Thai
Manchester,Bab
Manchester,Tibetan Kitchen
Manchester,Chapati Cafe
Manchester,La Collina
Manchester,Trevor Arms
Manchester,The Old Monkey
Manchester,Lass O'Gowrie Manchester
Manchester,Royal Oak
Manchester,The Phoenix Deli
Manchester,Vnam
Manchester,The 8th Day
Manchester,Beech Inn
Manchester,Yadgar Cafe
Manchester,Boulevard Deli
Manchester,Eastern Bloc Records
Manchester,Jerk Shack NQ
Manchester,Burton Road Bakery
Manchester,Viet Shack - Arndale
Manchester,Slice Pizzeria
Manchester,Salt & Pepper
Manchester,Cibus Pizza
Manchester,BurgerBase Longsight
Manchester,The Vale Cottage
Manchester,Samosa Box
Manchester,Jaffa Restaurant
Manchester,Bar Pop
Manchester,Mela
Manchester,T'arricrii - Sicilian Street Food
Manchester,Neighbourhood
Manchester,Panicos Kebab House
Manchester,Pieminister Deansgate
Manchester,Joshua Brooks
Manchester,DosaExpress
Manchester,Al Faisal Tandoori
Manchester,Ciaooo Pizzeria
Manchester,The Corner Plaice
Manchester,Rusholme Chippy
Manchester,Fuel
Manchester,Little Aladdin (Vegan Cafe)
Manchester,City Road Inn
Manchester,Al Jazeera Restaurant
Manchester,Why Not ? Cafe-bar
Manchester,Ca Phe Viet
Manchester,The Chicken Run
Manchester,Ape & Apple
Manchester,Corbieres Wine Bar
Manchester,Mediterranean Cafe
Manchester,The Mahbub
Manchester,Pho No. 1
Manchester,Cafe Blah
Manchester,Fresh Loaf Cafe
Manchester,Thai Smiles Cafe
Manchester,Mazaa Authentic Kebab and Curry House
Manchester,County Grills
Manchester,Manchester Chinese Restaurant
Manchester,Mod's Veggie & Vegan Cafe at the Thirsty Scholar
Manchester,Rowntrees Cafe
Manchester,Wasabi sushi & Noodle bar
Manchester,Al Safa
Manchester,Chimaek
Manchester,Zorba's Cuisine
Manchester,Kabana Cheetham Hill
Manchester,The Bulls Head
Manchester,Cafe Metro
Manchester,Eat n' Sweet
Manchester,Boho Utopia
Manchester,The Wheatsheaf
Manchester,Chillyz
Manchester,The Spoon Inn
Manchester,Real Taste
Manchester,South Manny Flavaz
Manchester,Fab Cafe
Manchester,Al-Madina
Manchester,GRUB
Manchester,Freds Ale House
Manchester,Nudo Sushi Box - Oxford St
Manchester,The Cafe
Manchester,That's Thai
Manchester,Reys Tacos by Rey del Cerdo
Manchester,Al Taiba Bukhari
Manchester,Sagor Balti
Manchester,Barburrito
Manchester,Kakoli
Manchester,Go Falafel - Deansgate
Manchester,The English Chippy Brians
Manchester,Afghan Cuisine
Manchester,Nordie
Manchester,The Studio Bar
Manchester,North Star Piccadilly
Manchester,Today Restaurant
Manchester,Blackdog Ballroom
Manchester,Manchester Vegan Cafe & Wellbeing Centre
Manchester,Butterfingers
Manchester,Buzzrocks Caribbean Caterers
Manchester,Bengal Balti Restaurant
Manchester,Osechi Japanese Street Food
Manchester,Pret A Manger - Cross Street
Manchester,WOLF Italian Street Food
Manchester,La Chouquette
Manchester,Farmhouse Inns Pub Restaurant
Manchester,Nur MalaysIa
Manchester,The Star and Garter
Manchester,Alif Grill
Manchester,Pret A Manger
Manchester,Barburrito Arndale
Manchester,The Millstone
Manchester,Fresh Almalaky
Manchester,Greggs - Spinningfields
Manchester,Japan Deli
Manchester,Central Perk
Manchester,Coffee Lab
Manchester,Tutku Cafe
Manchester,Falafel
Manchester,Heavenly Desserts - Manchester
Manchester,The Royal Oak
Manchester,Umami
Manchester,Saajan Halal
Manchester,Pico's Tacos
Manchester,Al Zain Shawarma
Manchester,Cosmos
Manchester,Wok Brothers
Manchester,Porky Pig Street Food
Manchester,The Moston
Manchester,Jackie's Chippy
Manchester,Big Hands Bar
Manchester,Roy's Takeaway
Manchester,Subway
Manchester,Nassar lebanese grill
Manchester,Jimmy's Manchester
Manchester,The Gateway
Manchester,The Good Catch
Manchester,Hasty Tasty Pizza
Manchester,Pret A Manger - Portland Street
Manchester,World Peace Cafe
Manchester,Subway
Manchester,Chappati Corner
Manchester,Farrell's
Manchester,Greggs - 93 Piccadilly
Manchester,Fuel Juice Bar
Manchester,Thompsons
Manchester,Merhaba Ethiopian Restaurant
Manchester,Nudo Sushi Box - Mosley St
Manchester,Falafel Plus
Manchester,Marmara
Manchester,Indihome
Manchester,Grafton Arms
Manchester,Wasabi
Manchester,Moghul Cuisine
Manchester,Brunchville
Manchester,Casa Mexica
Manchester,Kitchen Rules
Manchester,Bowlers Cafe
Manchester,Xpress Pizza
Manchester,Shah Indian Cafe
Manchester,Super Sandwich
Manchester,Oodles 'N' Oodles
Manchester,Kobeda Place
Manchester,Chilli's
Manchester,Street Cat
Manchester,Subway
Manchester,Star Pizza
Manchester,Gong Cha
Manchester,BrewChimp Flixton
Manchester,Sidney Street Cafe
Manchester,Couch Potato
Manchester,Persian Tasty Grill
Manchester,The Baths Supper Bar
Manchester,Turkish Grill
Manchester,jerk Junction
Manchester,Monton Village Bakery
Manchester,Asha's Authentic Bangladeshi & Indian Cuisine
Manchester,Freddy's Chicken & Pizza
Manchester,Dream Wok
Manchester,Delaunays Fish And Chips
Manchester,Soul Coffee
Manchester,Kendricks Sandwich Bar & Cafe
Manchester,Verona
Manchester,Friska
Manchester,Yangtze
Manchester,The Pavilion Cafe
Manchester,EAT. Arndale 2
Manchester,EAT.
Manchester,Starbucks - Quay Street
Manchester,Sansou Cafe
Manchester,The Olive Tree Cafe
Manchester,Milano
Manchester,Chennai Meals
Manchester,Hatty's
Manchester,Krispy Chicken
Manchester,Subway
Manchester,Archie's
Manchester,Love Pizza
Manchester,Go Falafel - Rusholme
Manchester,Friends Cafe
Manchester,Jaro Jaro
Manchester,The Sun in September
Manchester,Take Five
Manchester,Freshly Chopped
Manchester,Al Aqsa Takeaway
Manchester,Marks & Spencer Cafe
Manchester,Saleem's Tawa and Grill
Manchester,Kokob Italian Cafe
Manchester,Romman Restaurant
Manchester,Grill Hut
Manchester,British Raj Tandoori - Burnage
Manchester,Jerk Junction - Levenshulme
Manchester,Our Kid
Manchester,Ishys Partington
Manchester,Golden Star
Manchester,Canadian Charcoal Pit West Didsbury
Manchester,Cheat Daze
Manchester,Greggs - Deansgate
Manchester,Rusticas Cafe
Manchester,Canton House
Manchester,Hanoi 75
Manchester,Istanbul Shawarma
Manchester,Bengal Spice
Manchester,Onje
Manchester,Peters Homemade Bakery
Manchester,Paradise Takeaway
Manchester,Lokum il Caffe
Manchester,Cafe 35
Manchester,Bollywood Dhaba
Manchester,Greggs - Arndale Brown Court
Manchester,Taftan Tandoori
Manchester,J's Chicken & Pizza
Manchester,Gold Medal
Manchester,Fatoosh
Manchester,Pizza Planet
Manchester,Freddy's Chicken
Manchester,3 Bears Korean Fried Chicken
Manchester,Tutku Cafe
Manchester,Bailey Italia
Manchester,Sabar
Manchester,Canada Grill
Manchester,Greggs
Manchester,The Star Grill
Manchester,Wayne's Coffee
Manchester,The Seven Stars
Manchester,Bar B Q Land
Manchester,Cheetham Star
Manchester,Wilson's Social
Manchester,Wrap It Up! Piccadilly Gardens
Manchester,Players Manchester
Manchester,McDonald's - Monarch Leisure Park
Manchester,Happy Lemon
Manchester,Lazeeza
Manchester,New Abaseen
Manchester,Starbucks
Manchester,Camel One
Manchester,Subway
Manchester,Lakeside Cafe
Manchester,Delicious
Manchester,Noodle House
Manchester,YoYo Noodle
Manchester,Nafees Sweet Centre
Manchester,Janam
Manchester,McDonald's - Arndale Food Court
Manchester,kingfisher Fish & Shop/Cafe
Manchester,New Shalimar Grill & Dessert
Manchester,Food Fair
Manchester,Sizzling Spice
Manchester,Godfather Kebab House
Manchester,Hunters BBQ
Manchester,Enne's Cafe
Manchester,Pizza King
Manchester,Al Waalis Restaurant
Manchester,Emma's cafe
Manchester,Kansas Fried Chicken
Manchester,Mooboo Bubble Tea
Manchester,Domino's Pizza - Manchester Arena
Manchester,McDonald's Asda Hulme
Manchester,Philadelphia Fried Chicken
Manchester,Chicken Cottage
Manchester,Dixy Chicken
Manchester,Philpotts
Manchester,Chesters Chicken - Moston
Manchester,Spud U Like
Manchester,The Ben Chippy
Manchester,Kashmiri Spice
Manchester,Spice Kitchens
Manchester,Oodles - Oxford Road - Manchester
Manchester,Black Sheep Coffee - Manchester Piccadilly Station
Manchester,Freddy's Chicken and Pizza
Manchester,New York Krispy Fried Chicken
Manchester,Chesters Chicken - Cheetham Hill
Manchester,Chopstix Noodle Bar
Manchester,The Dutch Fishmen 2
Manchester,Uncle B's Fish & Chips
Manchester,The Courtyard Bar
Manchester,Lisa’s Caribbean Kitchen
Manchester,CHAMA
Manchester,Listo Burrito
Manchester,CoffeeB
Manchester,Cafe Del Mar. Cala Llonga
Manchester,Greggs - Harpurhey
Manchester,Hong King
Manchester,Kev's Kitchen
Manchester,Love Lunch
Manchester,Nibble At Enigma
Manchester,Pip's Chips
Manchester,Slim's Cafe
Manchester,Palermo Pizza Moston
Manchester,Ernest Terah Hooley
Manchester,Kings Flavour
Manchester,The Burger Joint
Manchester,The Den
Manchester,AFC Ayaan Fried Chicken
Manchester,The Ice Alchemists
Manchester,Incubator Cafe
Manchester,The Well Being Bistro
Manchester,Diamond Dogs Manchester
Edinburgh,GF
Edinburgh,Quick & Plenty Cafe
Edinburgh,The Pakora Bar
Edinburgh,Fountain Cafe
Edinburgh,The Haggis Box
Edinburgh,Pizza Posto
Edinburgh,Cafe Marmalade
Edinburgh,Tani Modi
Edinburgh,Nutan's
Edinburgh,Singapore Coffee House
Edinburgh,Tempting Tattie
Edinburgh,Union of Genius
Edinburgh,@Pizza
Edinburgh,Let Me Eat Too
Edinburgh,The Painted Rooster
Edinburgh,Em's Kitchen
Edinburgh,The Haven Cafe
Edinburgh,The Abbey Bar
Edinburgh,Word of Mouth Cafe leith
Edinburgh,Oink Delicious Hog Roast Rolls
Edinburgh,Papii
Edinburgh,Salerno Pizza
Edinburgh,Milk
Edinburgh,Ola Kala Greek Grill & Deli
